,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Months_sels,City name,total_seals_per_months,sell Hour,sell Munites,Time Frequency,Grouped_products
13721,189711,AA Batteries (4-pack),1,3.84,2019-04-04 15:50:00,"801 Washington St, Seattle, WA 98101",4,  Seattle (WA),3.84,15,50,1,"AA Batteries (4-pack),AA Batteries (4-pack)"
13722,189711,AA Batteries (4-pack),2,3.84,2019-04-04 15:50:00,"801 Washington St, Seattle, WA 98101",4,  Seattle (WA),7.68,15,50,1,"AA Batteries (4-pack),AA Batteries (4-pack)"
13801,189790,34in Ultrawide Monitor,1,379.99,2019-04-11 11:02:00,"496 Pine St, San Francisco, CA 94016",4,  San Francisco (CA),379.99,11,2,1,"34in Ultrawide Monitor,Google Phone"
13802,189790,Google Phone,1,600.0,2019-04-11 11:02:00,"496 Pine St, San Francisco, CA 94016",4,  San Francisco (CA),600.0,11,2,1,"34in Ultrawide Monitor,Google Phone"
13821,189809,iPhone,1,700.0,2019-04-19 19:56:00,"871 Lincoln St, Los Angeles, CA 90001",4,  Los Angeles (CA),700.0,19,56,1,"iPhone,Apple Airpods Headphones"
13822,189809,Apple Airpods Headphones,1,150.0,2019-04-19 19:56:00,"871 Lincoln St, Los Angeles, CA 90001",4,  Los Angeles (CA),150.0,19,56,1,"iPhone,Apple Airpods Headphones"
13829,189816,Macbook Pro Laptop,1,1700.0,2019-04-26 14:54:00,"323 South St, New York City, NY 10001",4,  New York City (NY),1700.0,14,54,1,"Macbook Pro Laptop,AAA Batteries (4-pack)"
13830,189816,AAA Batteries (4-pack),1,2.99,2019-04-26 14:54:00,"323 South St, New York City, NY 10001",4,  New York City (NY),2.99,14,54,1,"Macbook Pro Laptop,AAA Batteries (4-pack)"
13848,189834,Apple Airpods Headphones,1,150.0,2019-04-06 18:47:00,"552 9th St, New York City, NY 10001",4,  New York City (NY),150.0,18,47,1,"Apple Airpods Headphones,AAA Batteries (4-pack)"
13849,189834,AAA Batteries (4-pack),1,2.99,2019-04-06 18:47:00,"552 9th St, New York City, NY 10001",4,  New York City (NY),2.99,18,47,1,"Apple Airpods Headphones,AAA Batteries (4-pack)"
13852,189837,Vareebadd Phone,1,400.0,2019-04-27 20:18:00,"381 Maple St, Los Angeles, CA 90001",4,  Los Angeles (CA),400.0,20,18,1,"Vareebadd Phone,USB-C Charging Cable"
13853,189837,USB-C Charging Cable,1,11.95,2019-04-27 20:18:00,"381 Maple St, Los Angeles, CA 90001",4,  Los Angeles (CA),11.95,20,18,1,"Vareebadd Phone,USB-C Charging Cable"
13858,189842,iPhone,1,700.0,2019-04-16 13:56:00,"815 Washington St, Los Angeles, CA 90001",4,  Los Angeles (CA),700.0,13,56,1,"iPhone,Lightning Charging Cable"
13859,189842,Lightning Charging Cable,1,14.95,2019-04-16 13:56:00,"815 Washington St, Los Angeles, CA 90001",4,  Los Angeles (CA),14.95,13,56,1,"iPhone,Lightning Charging Cable"
13862,189845,Google Phone,1,600.0,2019-04-28 16:46:00,"953 Chestnut St, San Francisco, CA 94016",4,  San Francisco (CA),600.0,16,46,1,"Google Phone,USB-C Charging Cable"
13863,189845,USB-C Charging Cable,1,11.95,2019-04-28 16:46:00,"953 Chestnut St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,16,46,1,"Google Phone,USB-C Charging Cable"
13889,189871,iPhone,1,700.0,2019-04-24 22:25:00,"840 Jefferson St, Los Angeles, CA 90001",4,  Los Angeles (CA),700.0,22,25,1,"iPhone,Wired Headphones"
13890,189871,Wired Headphones,1,11.99,2019-04-24 22:25:00,"840 Jefferson St, Los Angeles, CA 90001",4,  Los Angeles (CA),11.99,22,25,1,"iPhone,Wired Headphones"
13929,189910,Google Phone,1,600.0,2019-04-07 21:59:00,"327 Adams St, San Francisco, CA 94016",4,  San Francisco (CA),600.0,21,59,1,"Google Phone,USB-C Charging Cable"
13930,189910,USB-C Charging Cable,1,11.95,2019-04-07 21:59:00,"327 Adams St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,21,59,1,"Google Phone,USB-C Charging Cable"
13962,189942,Google Phone,1,600.0,2019-04-01 22:07:00,"757 Cedar St, San Francisco, CA 94016",4,  San Francisco (CA),600.0,22,7,1,"Google Phone,USB-C Charging Cable"
13963,189942,USB-C Charging Cable,1,11.95,2019-04-01 22:07:00,"757 Cedar St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,22,7,1,"Google Phone,USB-C Charging Cable"
13978,189957,Vareebadd Phone,1,400.0,2019-04-20 18:53:00,"64 6th St, Portland, ME 04101",4,  Portland (ME),400.0,18,53,1,"Vareebadd Phone,Wired Headphones"
13979,189957,Wired Headphones,1,11.99,2019-04-20 18:53:00,"64 6th St, Portland, ME 04101",4,  Portland (ME),11.99,18,53,1,"Vareebadd Phone,Wired Headphones"
13985,189963,Google Phone,1,600.0,2019-04-11 19:05:00,"637 13th St, Atlanta, GA 30301",4,  Atlanta (GA),600.0,19,5,1,"Google Phone,Wired Headphones"
13986,189963,Wired Headphones,1,11.99,2019-04-11 19:05:00,"637 13th St, Atlanta, GA 30301",4,  Atlanta (GA),11.99,19,5,1,"Google Phone,Wired Headphones"
14030,190007,iPhone,1,700.0,2019-04-20 06:40:00,"797 Center St, Boston, MA 02215",4,  Boston (MA),700.0,6,40,1,"iPhone,Wired Headphones"
14031,190007,Wired Headphones,1,11.99,2019-04-20 06:40:00,"797 Center St, Boston, MA 02215",4,  Boston (MA),11.99,6,40,1,"iPhone,Wired Headphones"
14058,190034,27in FHD Monitor,1,149.99,2019-04-11 11:51:00,"556 Chestnut St, Austin, TX 73301",4,  Austin (TX),149.99,11,51,1,"27in FHD Monitor,Lightning Charging Cable"
14059,190034,Lightning Charging Cable,1,14.95,2019-04-11 11:51:00,"556 Chestnut St, Austin, TX 73301",4,  Austin (TX),14.95,11,51,1,"27in FHD Monitor,Lightning Charging Cable"
14124,190099,AA Batteries (4-pack),1,3.84,2019-04-18 08:07:00,"845 Sunset St, Los Angeles, CA 90001",4,  Los Angeles (CA),3.84,8,7,1,"AA Batteries (4-pack),AA Batteries (4-pack)"
14125,190099,AA Batteries (4-pack),1,3.84,2019-04-18 08:07:00,"845 Sunset St, Los Angeles, CA 90001",4,  Los Angeles (CA),3.84,8,7,1,"AA Batteries (4-pack),AA Batteries (4-pack)"
14187,190161,Wired Headphones,1,11.99,2019-04-16 14:47:00,"349 Hickory St, New York City, NY 10001",4,  New York City (NY),11.99,14,47,1,"Wired Headphones,Apple Airpods Headphones"
14188,190161,Apple Airpods Headphones,1,150.0,2019-04-16 14:47:00,"349 Hickory St, New York City, NY 10001",4,  New York City (NY),150.0,14,47,1,"Wired Headphones,Apple Airpods Headphones"
14210,190183,Google Phone,1,600.0,2019-04-15 15:23:00,"92 Madison St, New York City, NY 10001",4,  New York City (NY),600.0,15,23,1,"Google Phone,USB-C Charging Cable"
14211,190183,USB-C Charging Cable,1,11.95,2019-04-15 15:23:00,"92 Madison St, New York City, NY 10001",4,  New York City (NY),11.95,15,23,1,"Google Phone,USB-C Charging Cable"
14224,190196,Vareebadd Phone,1,400.0,2019-04-16 14:35:00,"897 Highland St, San Francisco, CA 94016",4,  San Francisco (CA),400.0,14,35,1,"Vareebadd Phone,USB-C Charging Cable"
14225,190196,USB-C Charging Cable,1,11.95,2019-04-16 14:35:00,"897 Highland St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,14,35,1,"Vareebadd Phone,USB-C Charging Cable"
14240,190211,Vareebadd Phone,1,400.0,2019-04-30 19:56:00,"15 6th St, San Francisco, CA 94016",4,  San Francisco (CA),400.0,19,56,1,"Vareebadd Phone,USB-C Charging Cable"
14241,190211,USB-C Charging Cable,1,11.95,2019-04-30 19:56:00,"15 6th St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,19,56,1,"Vareebadd Phone,USB-C Charging Cable"
14248,190218,Google Phone,1,600.0,2019-04-30 17:46:00,"510 Jackson St, Dallas, TX 75001",4,  Dallas (TX),600.0,17,46,1,"Google Phone,USB-C Charging Cable"
14249,190218,USB-C Charging Cable,1,11.95,2019-04-30 17:46:00,"510 Jackson St, Dallas, TX 75001",4,  Dallas (TX),11.95,17,46,1,"Google Phone,USB-C Charging Cable"
14259,190228,AA Batteries (4-pack),1,3.84,2019-04-15 11:51:00,"89 Jefferson St, New York City, NY 10001",4,  New York City (NY),3.84,11,51,1,"AA Batteries (4-pack),USB-C Charging Cable"
14260,190228,USB-C Charging Cable,1,11.95,2019-04-15 11:51:00,"89 Jefferson St, New York City, NY 10001",4,  New York City (NY),11.95,11,51,1,"AA Batteries (4-pack),USB-C Charging Cable"
14287,190255,Vareebadd Phone,1,400.0,2019-04-08 18:35:00,"501 11th St, Seattle, WA 98101",4,  Seattle (WA),400.0,18,35,1,"Vareebadd Phone,Bose SoundSport Headphones"
14288,190255,Bose SoundSport Headphones,1,99.99,2019-04-08 18:35:00,"501 11th St, Seattle, WA 98101",4,  Seattle (WA),99.99,18,35,1,"Vareebadd Phone,Bose SoundSport Headphones"
14333,190300,iPhone,1,700.0,2019-04-06 21:50:00,"817 Church St, Seattle, WA 98101",4,  Seattle (WA),700.0,21,50,1,"iPhone,Wired Headphones"
14334,190300,Wired Headphones,1,11.99,2019-04-06 21:50:00,"817 Church St, Seattle, WA 98101",4,  Seattle (WA),11.99,21,50,1,"iPhone,Wired Headphones"
14337,190303,AA Batteries (4-pack),1,3.84,2019-04-17 21:19:00,"135 Ridge St, Boston, MA 02215",4,  Boston (MA),3.84,21,19,1,"AA Batteries (4-pack),USB-C Charging Cable"
14338,190303,USB-C Charging Cable,1,11.95,2019-04-17 21:19:00,"135 Ridge St, Boston, MA 02215",4,  Boston (MA),11.95,21,19,1,"AA Batteries (4-pack),USB-C Charging Cable"
14344,190309,iPhone,1,700.0,2019-04-04 11:34:00,"286 5th St, Dallas, TX 75001",4,  Dallas (TX),700.0,11,34,1,"iPhone,Wired Headphones"
14345,190309,Wired Headphones,1,11.99,2019-04-04 11:34:00,"286 5th St, Dallas, TX 75001",4,  Dallas (TX),11.99,11,34,1,"iPhone,Wired Headphones"
14376,190340,Apple Airpods Headphones,1,150.0,2019-04-24 20:53:00,"171 Ridge St, Los Angeles, CA 90001",4,  Los Angeles (CA),150.0,20,53,1,"Apple Airpods Headphones,Lightning Charging Cable"
14377,190340,Lightning Charging Cable,1,14.95,2019-04-24 20:53:00,"171 Ridge St, Los Angeles, CA 90001",4,  Los Angeles (CA),14.95,20,53,1,"Apple Airpods Headphones,Lightning Charging Cable"
14401,190364,AA Batteries (4-pack),1,3.84,2019-04-20 11:58:00,"494 10th St, New York City, NY 10001",4,  New York City (NY),3.84,11,58,1,"AA Batteries (4-pack),27in 4K Gaming Monitor"
14402,190364,27in 4K Gaming Monitor,1,389.99,2019-04-20 11:58:00,"494 10th St, New York City, NY 10001",4,  New York City (NY),389.99,11,58,1,"AA Batteries (4-pack),27in 4K Gaming Monitor"
14466,190428,Google Phone,1,600.0,2019-04-21 18:51:00,"304 Pine St, Los Angeles, CA 90001",4,  Los Angeles (CA),600.0,18,51,1,"Google Phone,USB-C Charging Cable"
14467,190428,USB-C Charging Cable,1,11.95,2019-04-21 18:51:00,"304 Pine St, Los Angeles, CA 90001",4,  Los Angeles (CA),11.95,18,51,1,"Google Phone,USB-C Charging Cable"
14489,190450,Google Phone,1,600.0,2019-04-30 19:19:00,"547 5th St, New York City, NY 10001",4,  New York City (NY),600.0,19,19,1,"Google Phone,AAA Batteries (4-pack)"
14490,190450,AAA Batteries (4-pack),1,2.99,2019-04-30 19:19:00,"547 5th St, New York City, NY 10001",4,  New York City (NY),2.99,19,19,1,"Google Phone,AAA Batteries (4-pack)"
14533,190493,AA Batteries (4-pack),1,3.84,2019-04-15 13:29:00,"417 Johnson St, San Francisco, CA 94016",4,  San Francisco (CA),3.84,13,29,1,"AA Batteries (4-pack),iPhone"
14534,190493,iPhone,1,700.0,2019-04-15 13:29:00,"417 Johnson St, San Francisco, CA 94016",4,  San Francisco (CA),700.0,13,29,1,"AA Batteries (4-pack),iPhone"
14553,190512,iPhone,1,700.0,2019-04-01 20:35:00,"360 5th St, Dallas, TX 75001",4,  Dallas (TX),700.0,20,35,1,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
14554,190512,Lightning Charging Cable,1,14.95,2019-04-01 20:35:00,"360 5th St, Dallas, TX 75001",4,  Dallas (TX),14.95,20,35,1,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
14555,190512,Apple Airpods Headphones,1,150.0,2019-04-01 20:35:00,"360 5th St, Dallas, TX 75001",4,  Dallas (TX),150.0,20,35,1,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
14568,190525,iPhone,1,700.0,2019-04-06 08:57:00,"581 Main St, Austin, TX 73301",4,  Austin (TX),700.0,8,57,1,"iPhone,Bose SoundSport Headphones"
14569,190525,Bose SoundSport Headphones,1,99.99,2019-04-06 08:57:00,"581 Main St, Austin, TX 73301",4,  Austin (TX),99.99,8,57,1,"iPhone,Bose SoundSport Headphones"
14597,190553,Lightning Charging Cable,1,14.95,2019-04-10 17:38:00,"548 Madison St, New York City, NY 10001",4,  New York City (NY),14.95,17,38,1,"Lightning Charging Cable,Lightning Charging Cable"
14598,190553,Lightning Charging Cable,1,14.95,2019-04-10 17:38:00,"548 Madison St, New York City, NY 10001",4,  New York City (NY),14.95,17,38,1,"Lightning Charging Cable,Lightning Charging Cable"
14609,190564,AA Batteries (4-pack),1,3.84,2019-04-08 12:29:00,"904 Washington St, San Francisco, CA 94016",4,  San Francisco (CA),3.84,12,29,1,"AA Batteries (4-pack),USB-C Charging Cable"
14610,190564,USB-C Charging Cable,1,11.95,2019-04-08 12:29:00,"904 Washington St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,12,29,1,"AA Batteries (4-pack),USB-C Charging Cable"
14622,190576,iPhone,1,700.0,2019-04-17 20:37:00,"219 Jackson St, Dallas, TX 75001",4,  Dallas (TX),700.0,20,37,1,"iPhone,Lightning Charging Cable"
14623,190576,Lightning Charging Cable,3,14.95,2019-04-17 20:37:00,"219 Jackson St, Dallas, TX 75001",4,  Dallas (TX),44.85,20,37,1,"iPhone,Lightning Charging Cable"
14652,190605,Apple Airpods Headphones,1,150.0,2019-04-20 09:10:00,"558 1st St, San Francisco, CA 94016",4,  San Francisco (CA),150.0,9,10,1,"Apple Airpods Headphones,Bose SoundSport Headphones"
14653,190605,Bose SoundSport Headphones,1,99.99,2019-04-20 09:10:00,"558 1st St, San Francisco, CA 94016",4,  San Francisco (CA),99.99,9,10,1,"Apple Airpods Headphones,Bose SoundSport Headphones"
14661,190613,Flatscreen TV,1,300.0,2019-04-02 13:24:00,"528 Center St, Seattle, WA 98101",4,  Seattle (WA),300.0,13,24,1,"Flatscreen TV,Wired Headphones"
14662,190613,Wired Headphones,1,11.99,2019-04-02 13:24:00,"528 Center St, Seattle, WA 98101",4,  Seattle (WA),11.99,13,24,1,"Flatscreen TV,Wired Headphones"
14666,190617,Vareebadd Phone,1,400.0,2019-04-08 14:04:00,"365 8th St, Austin, TX 73301",4,  Austin (TX),400.0,14,4,1,"Vareebadd Phone,USB-C Charging Cable"
14667,190617,USB-C Charging Cable,1,11.95,2019-04-08 14:04:00,"365 8th St, Austin, TX 73301",4,  Austin (TX),11.95,14,4,1,"Vareebadd Phone,USB-C Charging Cable"
14695,190645,USB-C Charging Cable,1,11.95,2019-04-17 22:43:00,"284 Meadow St, New York City, NY 10001",4,  New York City (NY),11.95,22,43,1,"USB-C Charging Cable,34in Ultrawide Monitor"
14696,190645,34in Ultrawide Monitor,1,379.99,2019-04-17 22:43:00,"284 Meadow St, New York City, NY 10001",4,  New York City (NY),379.99,22,43,1,"USB-C Charging Cable,34in Ultrawide Monitor"
14703,190652,iPhone,1,700.0,2019-04-24 20:07:00,"812 11th St, Dallas, TX 75001",4,  Dallas (TX),700.0,20,7,1,"iPhone,Apple Airpods Headphones"
14704,190652,Apple Airpods Headphones,1,150.0,2019-04-24 20:07:00,"812 11th St, Dallas, TX 75001",4,  Dallas (TX),150.0,20,7,1,"iPhone,Apple Airpods Headphones"
14748,190696,Google Phone,1,600.0,2019-04-12 20:03:00,"736 River St, San Francisco, CA 94016",4,  San Francisco (CA),600.0,20,3,1,"Google Phone,Bose SoundSport Headphones"
14749,190696,Bose SoundSport Headphones,1,99.99,2019-04-12 20:03:00,"736 River St, San Francisco, CA 94016",4,  San Francisco (CA),99.99,20,3,1,"Google Phone,Bose SoundSport Headphones"
14893,190840,iPhone,1,700.0,2019-04-30 17:25:00,"379 Willow St, Seattle, WA 98101",4,  Seattle (WA),700.0,17,25,1,"iPhone,Lightning Charging Cable"
14894,190840,Lightning Charging Cable,1,14.95,2019-04-30 17:25:00,"379 Willow St, Seattle, WA 98101",4,  Seattle (WA),14.95,17,25,1,"iPhone,Lightning Charging Cable"
14905,190851,Google Phone,1,600.0,2019-04-07 14:50:00,"292 Washington St, Boston, MA 02215",4,  Boston (MA),600.0,14,50,1,"Google Phone,USB-C Charging Cable"
14906,190851,USB-C Charging Cable,1,11.95,2019-04-07 14:50:00,"292 Washington St, Boston, MA 02215",4,  Boston (MA),11.95,14,50,1,"Google Phone,USB-C Charging Cable"
14908,190853,20in Monitor,1,109.99,2019-04-23 12:38:00,"12 Lake St, San Francisco, CA 94016",4,  San Francisco (CA),109.99,12,38,1,"20in Monitor,USB-C Charging Cable"
14909,190853,USB-C Charging Cable,1,11.95,2019-04-23 12:38:00,"12 Lake St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,12,38,1,"20in Monitor,USB-C Charging Cable"
14918,190862,Flatscreen TV,1,300.0,2019-04-15 11:38:00,"604 Cedar St, San Francisco, CA 94016",4,  San Francisco (CA),300.0,11,38,1,"Flatscreen TV,27in FHD Monitor"
14919,190862,27in FHD Monitor,1,149.99,2019-04-15 11:38:00,"604 Cedar St, San Francisco, CA 94016",4,  San Francisco (CA),149.99,11,38,1,"Flatscreen TV,27in FHD Monitor"
14920,190863,iPhone,1,700.0,2019-04-27 12:44:00,"297 14th St, Dallas, TX 75001",4,  Dallas (TX),700.0,12,44,1,"iPhone,Wired Headphones"
14921,190863,Wired Headphones,1,11.99,2019-04-27 12:44:00,"297 14th St, Dallas, TX 75001",4,  Dallas (TX),11.99,12,44,1,"iPhone,Wired Headphones"
14938,190880,iPhone,1,700.0,2019-04-15 11:36:00,"625 Hickory St, San Francisco, CA 94016",4,  San Francisco (CA),700.0,11,36,1,"iPhone,Lightning Charging Cable"
14939,190880,Lightning Charging Cable,1,14.95,2019-04-15 11:36:00,"625 Hickory St, San Francisco, CA 94016",4,  San Francisco (CA),14.95,11,36,1,"iPhone,Lightning Charging Cable"
14959,190900,Apple Airpods Headphones,1,150.0,2019-04-08 21:50:00,"582 11th St, New York City, NY 10001",4,  New York City (NY),150.0,21,50,1,"Apple Airpods Headphones,Wired Headphones"
14960,190900,Wired Headphones,1,11.99,2019-04-08 21:50:00,"582 11th St, New York City, NY 10001",4,  New York City (NY),11.99,21,50,1,"Apple Airpods Headphones,Wired Headphones"
15072,191012,iPhone,1,700.0,2019-04-23 19:02:00,"6 Forest St, San Francisco, CA 94016",4,  San Francisco (CA),700.0,19,2,1,"iPhone,Lightning Charging Cable"
15073,191012,Lightning Charging Cable,1,14.95,2019-04-23 19:02:00,"6 Forest St, San Francisco, CA 94016",4,  San Francisco (CA),14.95,19,2,1,"iPhone,Lightning Charging Cable"
15080,191019,Google Phone,1,600.0,2019-04-17 15:28:00,"225 8th St, Seattle, WA 98101",4,  Seattle (WA),600.0,15,28,1,"Google Phone,USB-C Charging Cable"
15081,191019,USB-C Charging Cable,1,11.95,2019-04-17 15:28:00,"225 8th St, Seattle, WA 98101",4,  Seattle (WA),11.95,15,28,1,"Google Phone,USB-C Charging Cable"
15092,191030,Vareebadd Phone,1,400.0,2019-04-29 17:12:00,"240 Church St, Dallas, TX 75001",4,  Dallas (TX),400.0,17,12,1,"Vareebadd Phone,USB-C Charging Cable"
15093,191030,USB-C Charging Cable,1,11.95,2019-04-29 17:12:00,"240 Church St, Dallas, TX 75001",4,  Dallas (TX),11.95,17,12,1,"Vareebadd Phone,USB-C Charging Cable"
15105,191042,Vareebadd Phone,1,400.0,2019-04-01 10:36:00,"716 Lincoln St, San Francisco, CA 94016",4,  San Francisco (CA),400.0,10,36,1,"Vareebadd Phone,USB-C Charging Cable"
15106,191042,USB-C Charging Cable,1,11.95,2019-04-01 10:36:00,"716 Lincoln St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,10,36,1,"Vareebadd Phone,USB-C Charging Cable"
15142,191078,Vareebadd Phone,1,400.0,2019-04-12 11:40:00,"655 Dogwood St, Portland, OR 97035",4,  Portland (OR),400.0,11,40,1,"Vareebadd Phone,Bose SoundSport Headphones"
15143,191078,Bose SoundSport Headphones,1,99.99,2019-04-12 11:40:00,"655 Dogwood St, Portland, OR 97035",4,  Portland (OR),99.99,11,40,1,"Vareebadd Phone,Bose SoundSport Headphones"
15197,191132,Bose SoundSport Headphones,1,99.99,2019-04-07 21:47:00,"852 South St, San Francisco, CA 94016",4,  San Francisco (CA),99.99,21,47,1,"Bose SoundSport Headphones,USB-C Charging Cable"
15198,191132,USB-C Charging Cable,1,11.95,2019-04-07 21:47:00,"852 South St, San Francisco, CA 94016",4,  San Francisco (CA),11.95,21,47,1,"Bose SoundSport Headphones,USB-C Charging Cable"
15224,191158,USB-C Charging Cable,1,11.95,2019-04-27 23:51:00,"732 10th St, Los Angeles, CA 90001",4,  Los Angeles (CA),11.95,23,51,1,"USB-C Charging Cable,27in FHD Monitor"
15225,191158,27in FHD Monitor,1,149.99,2019-04-27 23:51:00,"732 10th St, Los Angeles, CA 90001",4,  Los Angeles (CA),149.99,23,51,1,"USB-C Charging Cable,27in FHD Monitor"
15227,191160,Lightning Charging Cable,1,14.95,2019-04-27 12:38:00,"763 Maple St, Los Angeles, CA 90001",4,  Los Angeles (CA),14.95,12,38,1,"Lightning Charging Cable,Bose SoundSport Headphones"
15228,191160,Bose SoundSport Headphones,1,99.99,2019-04-27 12:38:00,"763 Maple St, Los Angeles, CA 90001",4,  Los Angeles (CA),99.99,12,38,1,"Lightning Charging Cable,Bose SoundSport Headphones"
15230,191162,iPhone,1,700.0,2019-04-15 18:47:00,"58 Spruce St, Boston, MA 02215",4,  Boston (MA),700.0,18,47,1,"iPhone,AAA Batteries (4-pack)"
15231,191162,AAA Batteries (4-pack),1,2.99,2019-04-15 18:47:00,"58 Spruce St, Boston, MA 02215",4,  Boston (MA),2.99,18,47,1,"iPhone,AAA Batteries (4-pack)"
15262,191193,iPhone,1,700.0,2019-04-21 22:37:00,"721 Elm St, New York City, NY 10001",4,  New York City (NY),700.0,22,37,1,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
15263,191193,Lightning Charging Cable,2,14.95,2019-04-21 22:37:00,"721 Elm St, New York City, NY 10001",4,  New York City (NY),29.9,22,37,1,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
15264,191193,Apple Airpods Headphones,1,150.0,2019-04-21 22:37:00,"721 Elm St, New York City, NY 10001",4,  New York City (NY),150.0,22,37,1,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
15322,191251,Google Phone,1,600.0,2019-04-17 23:38:00,"440 Jackson St, Portland, OR 97035",4,  Portland (OR),600.0,23,38,1,"Google Phone,USB-C Charging Cable"
15323,191251,USB-C Charging Cable,1,11.95,2019-04-17 23:38:00,"440 Jackson St, Portland, OR 97035",4,  Portland (OR),11.95,23,38,1,"Google Phone,USB-C Charging Cable"
